Output file needed for ML task
columns representation is as follows: -
1. Experiment Number
2. Trial Number
3. User Judgement of the GUI Yes (Congruent), No (Not Congruent)
4. skew of the time spend in each trial
5. Kurtosis of the time spend in each trial
6. Mean of the time spend in each trial
7. Variance of the time spend in each trial
8. Standard Deviation of the time spend in each trial
9. Block number on which maximum amount of time is spend (1 - 6 Labels and 7 - 12 pictures)
10. Total time spend in one trial
11. Total gaze distance
12. Total gaze distance in X - axis
13. Total gaze distance in Y - axis
14. Mean of the total Transition 
15. Variance of the total transition
16. Block number on which maximum transition are made (1 - 6 Labels and 7 - 12 pictures)
17. Skew of the total transition in a trial
18. Kurtosis of the total transition in a trial
19. Standard Deviation of the total transition in a trial
20. Trial Type C (Correct) = 1, W (Wrong) = 2, S (Shuffle) = 3, P (one Permutation) = 4

*****************************************************************
exp,trial,userjudgement,time_skew,time_kurtosis,time_mean,time_variance,t_sd,time_maxblock,timefortrial,gazedistAll,gazedistX,gazedistY,trans_mean,trans_var,trans_maxblock,trans_skew,trans_kurtosis,trans_sd,correctlabel
1,27,No,0.10419209827,-0.871481710175,33.6666666667,598.060606061,24.4552776729,12,404,421312.727104,5754.0,415875.0,15.791666666666666,16087.900349650346,11,8.27651758753,66.6650066173,126.838087141,3
1,28,Yes,0.098568204271,-1.15744877805,29.8333333333,647.424242424,25.4445326627,2,358,4998.19302154,4795.0,517.0,0.041666666666666664,0.040209790209790215,1,4.58731710926,19.0434782609,0.200523789636,3
1,29,Yes,0.0747045293044,-0.998279699128,33.5,456.272727273,21.3605413619,10,402,451467.5,3836.0,447631.5,17.770833333333332,22435.898164335667,11,8.30744345953,67.0137997766,149.78617481,1
1,30,No,-0.191934066567,-1.13316390022,29.8333333333,363.242424242,19.0589198079,9,358,4499.02120025,3836.0,1206.5,0.04861111111111111,0.046571484071484065,1,4.19791894418,15.6225234619,0.215804272598,4
1,31,Yes,1.03515371674,-0.0554555182018,36.6666666667,2601.51515152,51.005050255,12,440,796249.336397,3836.0,792572.5,31.46527777777778,70564.55822649572,11,8.30746062039,67.0139934158,265.639903302,1
1,32,Yes,0.933299675536,0.497778804702,30.25,777.840909091,27.8897993734,3,363,98653.5837286,6713.0,92411.5,2.8194444444444446,299.60353535353534,11,6.71016732704,45.591492221,17.3090593434,1
1,33,No,0.400805179942,-0.790782365496,31.75,558.022727273,23.6225046782,10,381,179534.336397,5754.0,173939.5,6.9375,3371.611451048951,11,8.30723806747,67.0116828157,58.0655788833,3
1,34,No,1.6925472166,2.06681494637,34.0833333333,2747.90151515,52.4204303221,12,409,562383.672793,2877.0,559825.0,22.22222222222222,35217.50271950273,11,8.30745663379,67.013920905,187.6632695,2
1,35,No,1.23859848169,1.81030664866,31.0833333333,622.992424242,24.9598161901,12,373,520786.890707,5754.0,515190.0,20.47222222222222,29779.845376845376,11,8.30744775106,67.0138410657,172.568378844,1
1,36,Yes,0.84451630929,-0.0547546817274,32.9166666667,687.901515152,26.2278766802,10,395,396905.227104,5754.0,391467.5,15.555555555555555,17159.759129759124,11,8.30743021158,67.0136620253,130.995263768,1
1,37,Yes,0.488165208981,-1.25513303272,29.8333333333,1005.42424242,31.708425417,8,358,3064.39070706,2877.0,344.5,0.027777777777777776,0.027195027195027192,1,5.74704893215,31.0285714286,0.164909148306,1
1,38,Yes,0.237951702986,-1.10925963331,33.25,719.295454545,26.8196840874,4,399,496202.836397,2877.0,493485.0,19.59027777777778,27242.005778943276,11,8.30744268017,67.0137872695,165.051524619,1
1,39,Yes,0.0618764966494,-1.27154824957,35.75,733.659090909,27.0861420455,11,429,880069.672793,5754.0,874634.0,34.736111111111114,85848.36344211343,11,8.30746014146,67.0139830616,292.998913722,1
1,40,No,-0.205500730258,1.2972460504,32.75,222.75,14.9248115566,10,393,398801.336397,5754.0,393206.5,15.63888888888889,17282.20435120435,11,8.30741298066,67.0134736033,131.461798068,4
2,1,Yes,0.729162790154,-0.784428211681,23.0,702.363636364,26.5021439956,7,276,4196.30231448,3836.0,517.0,0.041666666666666664,0.040209790209790215,1,4.58731710926,19.0434782609,0.200523789636,1
2,2,No,1.90903668681,3.07999431188,19.5,738.454545455,27.1745201513,9,234,16941.5,1918.0,15023.5,0.5833333333333334,17.909090909090907,11,8.22497693594,66.0888374425,4.23191338629,3
2,3,No,1.03312758361,0.41181051994,24.8333333333,578.696969697,24.0561212521,8,298,7646.51825964,959.0,6974.0,0.2361111111111111,2.083721833721834,11,7.65938445075,59.235664636,1.44351024718,4
2,4,Yes,0.698545781629,0.230251651942,27.5,334.818181818,18.2980376494,8,330,21875.3907071,1918.0,20114.5,0.8055555555555556,42.46542346542346,11,8.29846045122,66.9264481431,6.51654996646,1
2,5,Yes,-0.266732292313,0.0344806748394,27.5,174.636363636,13.2150052454,8,330,42445.3907071,3836.0,38766.5,1.3611111111111112,90.63791763791762,11,7.94391905173,62.613601553,9.52039482574,1
2,6,No,0.757759380306,-0.154780037944,24.8333333333,626.878787879,25.0375475612,8,298,5312.0,4795.0,517.0,0.05555555555555555,0.05283605283605283,1,3.88057000058,13.0588235294,0.229860942389,4
2,7,Yes,0.822965534076,0.477029020245,23.6666666667,502.96969697,22.4269859092,8,284,6114.30231448,5754.0,517.0,0.05555555555555555,0.05283605283605283,1,3.88057000058,13.0588235294,0.229860942389,3
2,8,Yes,-0.363773866185,-0.282634267101,27.8333333333,191.96969697,13.855312951,9,334,90608.3907071,3836.0,86929.5,3.3680555555555554,742.1922591297591,11,8.29376033132,66.8612974917,27.2432057425,1
2,9,No,0.296202374631,-1.75310485651,23.25,685.477272727,26.1816208957,2,279,3581.39070706,2877.0,861.5,0.04861111111111111,0.046571484071484065,1,4.19791894418,15.6225234619,0.215804272598,2
2,10,No,1.16839943014,1.30856731307,26.6666666667,528.060606061,22.9795693184,8,320,29372.5,3836.0,25536.5,1.0347222222222223,67.51626845376843,11,8.29637656419,66.8919202695,8.2168283695,3
2,11,Yes,1.25128813153,0.404498505608,25.5,500.636363636,22.3749047738,8,306,71576.6930215,5754.0,66136.5,2.6527777777777777,479.4450271950272,11,8.30599415664,66.9989625396,21.8962331737,1
2,12,Yes,0.824724775527,-0.70856272085,24.1666666667,935.242424242,30.5817335062,9,290,2434.5,1918.0,516.5,0.034722222222222224,0.03375097125097125,3,5.08290972013,23.835971223,0.1837143741,1
2,13,Yes,0.193685796607,-1.12012435558,26.1666666667,523.606060606,22.8824400055,8,314,6285.89070706,5754.0,689.0,0.0625,0.059003496503496504,1,3.61478445646,11.0666666667,0.242906353362,1
2,14,No,1.7959578944,1.4804961207,10.0,421.090909091,20.5204997281,7,120,344.5,0.0,344.5,0.013888888888888888,0.013791763791763794,8,8.30747160736,67.014084507,0.117438340382,2
2,15,Yes,0.776764092445,-0.624075699357,24.0,659.636363636,25.6833869191,9,288,5154.89070706,4795.0,517.0,0.04861111111111111,0.046571484071484065,1,4.19791894418,15.6225234619,0.215804272598,1
2,16,No,-0.327024054588,-1.0395366702,25.9166666667,185.901515152,13.6345705892,8,311,101059.336397,5754.0,95464.5,3.611111111111111,795.8896658896658,11,8.2558266248,66.4268250521,28.2115165471,4
2,17,Yes,0.400844530405,0.626748757434,27.5,240.090909091,15.4948671853,8,330,153918.227104,4795.0,149439.5,5.951388888888889,2484.675942113442,11,8.30721769511,67.0115133802,49.8465238719,1
2,18,Yes,-0.141242711562,-0.362454661782,27.8333333333,216.515151515,14.71445383,8,334,174293.390707,3836.0,170614.5,6.791666666666667,3250.25,11,8.30730210266,67.0123882993,57.0109638578,1
2,19,No,0.396702652463,-0.996541186401,23.9166666667,508.083333333,22.5407039228,8,287,5312.0,4795.0,517.0,0.05555555555555555,0.05283605283605283,1,3.88057000058,13.0588235294,0.229860942389,2
2,20,Yes,0.226077117829,-0.248649693066,26.3333333333,229.515151515,15.1497574738,9,316,249093.390707,3836.0,245414.5,9.48611111111111,5998.111693861694,11,8.2958850243,66.8851314571,77.4474770013,1
2,21,Yes,0.202785410181,-0.684305631621,28.3333333333,276.606060606,16.6314780043,12,340,261843.0,3836.0,258007.0,9.972222222222221,6613.467754467755,11,8.29533186266,66.8788982325,81.3232301035,1
2,22,No,0.622066958983,-1.42408369662,23.9166666667,894.628787879,29.9103458335,8,287,4180.5,3836.0,344.5,0.041666666666666664,0.05419580419580419,1,6.12975514659,40.3517169615,0.232799923101,4
2,23,Yes,-0.887351619772,0.068114495153,26.9166666667,142.265151515,11.9274956095,9,323,183211.481528,5754.0,177844.0,6.763888888888889,2914.4054001554,11,8.27637899987,66.6636773973,53.9852331676,1
2,24,No,0.35877949259,-1.54251794876,23.0,667.272727273,25.8316226218,8,276,2120.60462896,1918.0,516.0,0.020833333333333332,0.02054195804195804,1,6.7097896089,43.0212765957,0.143324659574,2
2,25,No,1.83576564739,2.91683790507,24.9166666667,1138.26515152,33.7381853619,9,299,2449.89070706,1918.0,689.0,0.034722222222222224,0.03375097125097125,3,5.08290972013,23.835971223,0.1837143741,3
2,26,No,0.676929153348,-0.9703450021,24.3333333333,785.696969697,28.0302866503,9,292,2105.80231448,1918.0,344.5,0.020833333333333332,0.02054195804195804,1,6.7097896089,43.0212765957,0.143324659574,1
2,27,Yes,0.638133670121,-1.16210935183,25.25,887.659090909,29.7936082224,9,303,2435.0,1918.0,517.0,0.034722222222222224,0.03375097125097125,1,5.08290972013,23.835971223,0.1837143741,2
2,28,Yes,0.211425413852,-1.22460361044,25.5,370.818181818,19.256639941,7,306,119996.890707,2877.0,117277.0,2.3680555555555554,389.1293220668221,10,8.30636459658,67.0019514818,19.7263610954,3
2,29,No,0.44126000026,-0.667110156473,25.5,528.090909091,22.9802286562,9,306,5154.89070706,4795.0,517.0,0.04861111111111111,0.046571484071484065,1,4.19791894418,15.6225234619,0.215804272598,4
2,30,Yes,0.714155331531,-0.308737912131,24.9166666667,610.992424242,24.718260947,9,299,1476.0,959.0,517.0,0.027777777777777776,0.027195027195027192,1,5.74704893215,31.0285714286,0.164909148306,1
2,31,Yes,0.834355107299,-0.861361505974,24.25,970.022727273,31.145187867,2,291,5941.80231448,5754.0,344.5,0.04861111111111111,0.06055749805749805,2,5.5191792916,32.7114209628,0.246084331191,4
2,32,Yes,0.626877494139,-0.651184408292,23.8333333333,594.696969697,24.3864095286,9,286,3236.89070706,2877.0,517.0,0.034722222222222224,0.03375097125097125,1,5.08290972013,23.835971223,0.1837143741,1
2,33,Yes,0.479625721704,-1.39860039689,20.9166666667,586.992424242,24.2279265362,9,251,3866.69302154,3836.0,344.5,0.027777777777777776,0.027195027195027192,1,5.74704893215,31.0285714286,0.164909148306,1
2,34,Yes,0.355900475164,-0.740226428479,24.6666666667,486.96969697,22.0673898993,9,296,7875.19302154,7672.0,517.0,0.0625,0.059003496503496504,1,3.61478445646,11.0666666667,0.242906353362,1
2,35,Yes,0.176717891786,-1.21174786602,26.5,395.363636364,19.8837530754,10,318,151347.5,3836.0,147511.5,5.402777777777778,1700.6058663558665,11,8.1919057949,65.6726873555,41.2384028104,3
2,36,No,1.45998406038,1.77809340038,26.5,719.363636364,26.8209551725,9,318,95006.3907071,5754.0,89409.5,3.576388888888889,875.3787393162394,11,8.30623162515,67.0005028424,29.5868000858,2
2,37,Yes,0.875033293799,-0.578206941283,25.0833333333,993.174242424,31.5146671,9,301,344.5,0.0,344.5,0.013888888888888888,0.013791763791763794,7,8.30747160736,67.014084507,0.117438340382,4
2,38,Yes,1.9548706773,3.5141192383,24.5833333333,955.174242424,30.9058933284,9,295,4540.80231448,3836.0,861.5,0.05555555555555555,0.05283605283605283,1,3.88057000058,13.0588235294,0.229860942389,1
2,39,No,0.872938625253,-0.713941749191,22.6666666667,857.151515152,29.2771500517,1,272,5941.80231448,5754.0,344.5,0.04861111111111111,0.06055749805749805,7,5.5191792916,32.7114209628,0.246084331191,4
2,40,Yes,0.538922562904,-1.31360580479,23.9166666667,822.992424242,28.6878445381,9,287,2105.80231448,1918.0,344.5,0.020833333333333332,0.02054195804195804,1,6.7097896089,43.0212765957,0.143324659574,1
3,1,Yes,1.20579254299,1.62919221835,39.0833333333,325.356060606,18.0376290184,10,469,14628.995336,6713.0,8386.5,0.3611111111111111,6.4001554001554,11,8.19985756865,65.8854680957,2.5298528416,3
3,2,No,1.00365495977,-0.738423172513,16.0,619.454545455,24.8888437951,2,192,1918.0,1918.0,0.0,0.013888888888888888,0.013791763791763794,1,8.30747160736,67.014084507,0.117438340382,2
3,3,No,0.465413372949,-1.52526372937,37.3333333333,1709.51515152,41.3462834063,1,448,4367.89070706,3836.0,689.0,0.041666666666666664,0.040209790209790215,1,4.58731710926,19.0434782609,0.200523789636,1
3,4,No,0.659081284225,-1.41740378004,34.5833333333,2163.53787879,46.5138460976,12,415,113674.172793,4795.0,109197.5,4.354166666666667,1329.405157342657,11,8.3071203009,67.0136776719,36.4610087263,4
3,5,No,0.593854634341,-1.18134657347,26.8333333333,1002.33333333,31.6596483451,5,322,58079.3363965,3836.0,54402.5,2.1180555555555554,289.86708430458435,11,8.29368901331,66.8607861111,17.0254833795,4
3,6,Yes,1.35709325116,1.61922981559,38.25,375.659090909,19.3819269142,9,459,47161.1930215,6713.0,40762.0,1.6458333333333333,177.51704545454547,11,8.30305457562,66.9684685162,13.3235522836,1
3,7,Yes,0.778543724774,-0.310576028991,40.9166666667,373.901515152,19.336533173,3,491,63363.2271036,6713.0,56966.5,2.0972222222222223,243.73873348873346,11,8.18226096014,65.5621725436,15.6121341747,1
3,8,Yes,1.0509540613,-0.243906009364,37.3333333333,2333.87878788,48.310234815,4,448,7072.89070706,6713.0,517.0,0.0625,0.08697552447552448,4,5.09753268526,26.833110275,0.294916131257,4
3,9,No,1.74260935698,1.16759213127,16.9166666667,1259.90151515,35.4950914233,10,203,3049.5,2877.0,172.5,0.027777777777777776,0.041181041181041184,4,7.98246296155,67.2431470274,0.202931124229,2
3,10,Yes,0.47453643306,-1.08912459741,40.4166666667,1056.26515152,32.5002330994,10,485,115618.399897,6713.0,109540.0,4.368055555555555,1320.5978535353536,11,8.3067408752,67.0064702903,36.3400310063,1
3,11,Yes,0.803093208508,-0.473002572163,42.0,636.545454545,25.229852448,10,504,178367.975108,8631.0,170212.0,6.645833333333333,2935.9506118881122,11,8.30062792692,66.9384668896,54.1844129975,1
3,12,Yes,2.19634461646,4.0313053582,39.1666666667,819.787878788,28.63193809,10,470,183817.890707,6713.0,177262.0,7.069444444444445,3495.379759129759,11,8.30722450166,67.0115292817,59.1217367736,1
3,13,Yes,-0.212658295954,-0.174842501715,40.8333333333,369.787878788,19.2298694428,10,490,171861.029418,7672.0,164662.0,6.555555555555555,3007.003885003885,11,8.30725447965,67.0123891436,54.8361549072,2
3,14,Yes,1.70828824886,2.42001468576,39.25,677.113636364,26.021407271,10,471,110024.138711,6713.0,103627.0,3.763888888888889,788.9928127428127,11,8.14553088711,65.1147884631,28.0890158735,1
3,15,No,0.578662468651,-0.932594149898,41.4166666667,1693.71969697,41.1548259256,12,497,247207.0635,4795.0,242887.5,9.63888888888889,6555.6029526029515,11,8.30736328827,67.0129786166,80.9666780386,4
3,16,No,1.9841095805,3.00059503849,24.8333333333,1846.33333333,42.96898106,10,298,2090.5,1918.0,172.5,0.020833333333333332,0.02054195804195804,4,6.7097896089,43.0212765957,0.143324659574,2
3,17,Yes,0.79798179421,0.592174231689,38.75,218.568181818,14.7840516036,10,465,100331.354656,4795.0,95982.0,3.5972222222222223,783.0674048174047,11,8.24829181486,66.3391902008,27.9833415592,1
3,18,Yes,-0.11447906474,-1.27281205186,40.6666666667,923.696969697,30.3923834159,10,488,185008.408967,7672.0,177780.0,7.069444444444445,3488.372766122766,11,8.30718983214,67.0115877843,59.0624480201,1
3,19,Yes,0.178094899361,-0.147194433967,40.1666666667,125.787878788,11.2155195505,12,482,200854.101359,7672.0,193884.0,7.715277777777778,4178.5966880341875,11,8.30728314584,67.0121466461,64.6420659326,1
3,20,Yes,1.37403767561,0.843316504385,39.8333333333,396.151515152,19.9035553395,12,478,210376.317925,6713.0,204209.0,8.125,4630.3898601398605,11,8.30728504363,67.0121556321,68.0469680452,1
3,21,Yes,0.7206198544,-0.709273345324,41.8333333333,567.424242424,23.8206683874,12,502,344521.047048,6713.0,338512.0,13.166666666666666,11759.37062937063,11,8.30122420081,66.9449131288,108.440631819,1
3,22,Yes,0.176952455074,-0.505455228403,39.3333333333,482.424242424,21.9641581315,8,472,99601.0212002,6713.0,93431.5,3.7291666666666665,957.1499125874124,11,8.30664984459,67.0056242206,30.9378394945,1
3,23,Yes,0.630533187844,-0.164289419503,40.75,166.931818182,12.9202096803,12,489,330907.529418,8631.0,322749.5,12.527777777777779,10521.118104118103,11,8.2983341225,66.9125924427,102.572501696,3
3,24,No,0.560732646391,-0.294856646553,39.6666666667,299.878787879,17.3170086296,1,476,175176.920248,6713.0,169378.5,6.729166666666667,3170.142919580419,11,8.30722323517,67.0115301809,56.3040222327,4
3,25,Yes,0.493140838293,-0.799819304966,43.75,1565.11363636,39.561517114,12,525,584398.836397,6713.0,577845.0,22.96527777777778,37499.782002719505,11,8.30745147174,67.0139189786,193.648604443,1
3,26,No,1.21246767955,0.077954770422,47.0,4580.0,67.6756972628,10,564,1272786.28141,1918.0,1271182.5,40.826388888888886,75149.57104700856,11,7.40060810086,55.3870793336,274.134220861,3
3,27,Yes,1.4680052263,1.4795815888,40.4166666667,623.537878788,24.9707404533,10,485,271058.890707,5754.0,265462.0,10.569444444444445,7870.526612276612,11,8.3073618218,67.0129497196,88.7159884817,1
3,28,No,1.56105596587,1.51913080079,44.8333333333,4354.15151515,65.985994841,10,538,639230.336397,2877.0,636512.5,24.895833333333332,42882.024038461546,11,8.30438510588,66.9800445941,207.079752845,4
3,29,No,0.978294989855,-0.545517836011,47.5,3507.18181818,59.2214641678,12,570,1298121.0,959.0,1297162.0,43.513888888888886,93849.30050505052,11,7.77336896772,60.3971974567,306.348331977,4
3,30,Yes,1.33009547272,0.565160426539,39.25,358.75,18.9406969249,10,471,331801.781414,5754.0,326362.0,12.972222222222221,11914.111111111111,11,8.30741199214,67.0134760088,109.151780155,1
3,31,No,0.829723962936,0.206994126602,40.8333333333,1007.78787879,31.7456749619,10,490,461986.890707,5754.0,456390.0,18.13888888888889,23359.686868686866,11,8.30744119607,67.0137741578,152.838761015,3
3,32,No,1.38713351436,0.383255021279,37.5,4077.72727273,63.8570847497,3,450,3851.39070706,3836.0,172.5,0.027777777777777776,0.027195027195027192,3,5.74704893215,31.0285714286,0.164909148306,2
3,33,No,-0.113005738547,-1.74433809175,42.0833333333,1498.62878788,38.7121271423,4,505,790207.890707,4795.0,785570.0,31.20138888888889,69415.40671134423,11,8.30746483498,67.0140178961,263.468037362,4
3,34,Yes,0.90336920213,-0.279147263171,46.5833333333,1898.99242424,43.5774302161,12,559,1174609.0635,7672.0,1167412.5,46.354166666666664,153019.083479021,11,8.30746234977,67.0139967414,391.176537485,1
3,35,Yes,0.0792937492368,-1.40510511671,41.0833333333,1205.90151515,34.7260927136,12,493,546604.227104,6713.0,540207.5,21.458333333333332,32662.599650349657,11,8.30744147776,67.0138178711,180.727971411,3
3,36,Yes,0.149724325643,-0.27981545838,39.75,452.931818182,21.2821948629,3,477,282083.336397,3836.0,278406.5,11.069444444444445,8638.540598290598,11,8.30737157875,67.0130506097,92.9437496462,2
3,37,No,0.755521792109,-0.715630443211,40.25,356.75,18.8878267675,10,483,367959.475108,4795.0,363639.5,14.4375,14786.807255244756,11,8.30742890383,67.0136524858,121.60101667,1
3,38,Yes,1.15632403012,1.20427785787,40.6666666667,951.696969697,30.849586216,10,488,460372.693022,7672.0,453014.5,16.444444444444443,15731.38150738151,11,8.16981833107,65.4072464019,125.424804195,1
3,39,No,0.513428394593,-0.213535911921,43.4166666667,861.71969697,29.3550625441,12,521,486615.954207,8631.0,478617.5,19.02777777777778,25675.50971250971,11,8.30743096966,67.0136604212,160.235794105,3
3,40,No,1.12596888717,0.250919739226,40.25,1862.02272727,43.1511613664,10,483,385449.172121,6713.0,379207.5,15.069444444444445,16069.589549339553,11,8.30741782411,67.0135287181,126.765884801,1
4,1,No,0.955085838513,-0.851099982267,11.1666666667,299.060606061,17.2933688465,2,134,1948.60462896,1918.0,344.0,0.013888888888888888,0.013791763791763794,2,8.30747160736,67.014084507,0.117438340382,2
